"item_id","name","classname","name_id","item_type","use_type","material","weight","invgfx","grdgfx","itemdesc_id","stackable","max_charge_count","dmg_small","dmg_large","min_lvl","max_lvl","bless","trade","cant_delete","delay_id","delay_time","delay_effect","food_volume","save_at_once"
"40049","品質紅寶石","0","$799 $513","gem","none","gemstone","40","243","774","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40050","品質藍寶石","0","$799 $514","gem","none","gemstone","40","246","775","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40051","品質綠寶石","0","$799 $515","gem","none","gemstone","40","240","772","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40052","高品質鑽石","0","$800 $512","gem","none","gemstone","40","238","771","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40053","高品質紅寶石","0","$800 $513","gem","none","gemstone","40","244","774","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40054","高品質藍寶石","0","$800 $514","gem","none","gemstone","40","247","775","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40055","高品質綠寶石","0","$800 $515","gem","none","gemstone","40","241","772","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40056","肉","Food1","$23","food","food","animalmatter","10000","124","36","10","1","0","0","0","0","0","1","0","0","0","0","0","100","0"
"40057","漂浮之眼肉","Food1","$6 $23","food","food","animalmatter","10000","1205","3176","9","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40058","煙熏的麵包屑","hp.Smoking_Break","$3403","potion","hpr","vegetation","4000","1648","4251","0","1","0","0","0","0","0","1","0","0","2","1000","0","0","0"
"40059","蛋","Food1","$72","food","food","animalmatter","1000","40","69","0","1","0","0","0","0","0","1","0","0","0","0","0","80","0"
"40060","胡蘿蔔","Food1","$68","food","food","vegetation","2000","25","67","0","1","0","0","0","0","0","1","0","0","0","0","0","50","0"
"40061","檸檬","Food1","$82","food","food","vegetation","2000","63","72","0","1","0","0","0","0","0","1","0","0","0","0","0","50","0"
"40062","香蕉","Food1","$107","food","food","vegetation","2000","127","80","0","1","0","0","0","0","0","1","0","0","0","0","0","80","0"
"40063","巧克力","Food1","$1619 $1622","food","food","vegetation","1000","608","2058","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40064","蘋果","Food1","$106","food","food","vegetation","2000","995","2723","0","1","0","0","0","0","0","1","0","0","0","0","0","50","0"
"40065","情人禮物(糖果)","Food1","$1179","food","food","vegetation","1000","936","73","0","1","0","0","0","0","0","1","0","0","0","0","0","30","0"
"40066","年糕","mp.Mpr1","$2578","potion","mpr","vegetation","6000","1157","3037","918","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40067","艾草年糕","mp.Mpr2","$2579","potion","mpr","vegetation","12000","1158","3038","919","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40068","精靈餅乾","brave.Potion_4_1","$110","potion","power","vegetation","5000","130","81","86","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40069","橘子","Food1","$85","food","food","vegetation","2000","71","73","0","1","0","0","0","0","0","1","0","0","0","0","0","80","0"
"40070","進化果實","Evolution_Fruit","$2810","other","normal","vegetation","10000","1316","3350","969","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40071","烤焦的麵包屑","hp.Burning_Break","$3404","potion","hpr","vegetation","5000","1649","4251","0","1","0","0","0","0","0","1","0","0","2","1000","0","0","0"
"40072","烤薄餅","Food1","$86","food","food","vegetation","2000","125","74","0","1","0","0","0","0","0","1","0","0","0","0","0","200","0"
"40073","復活蛋","Food1","$10164","food","food","vegetation","1000","614","73","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40074","對盔甲施法的卷軸","reel.ScrollEnchantArmor","$249","scroll","zel","paper","630","467","22","26","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40075","毀滅盔甲的卷軸","reel.Destroys_Helmet_Reel","$254","scroll","zel","paper","630","476","22","27","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40076","古代的卷軸","0","$1957","scroll","normal","paper","5000","911","22","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40077","古代人的煉金術卷軸","reel.AncientsAlchemyScroll","$3363","scroll","dai","paper","630","1690","4286","1396","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40078","古代人的咒術卷軸","reel.AncientsMagicScroll","$3366","scroll","zel","paper","630","1693","4289","1395","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40079","傳送回家的卷軸","teleport.GoHome_Reel","$505","scroll","home","paper","630","474","22","1338","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40080","古魯丁村莊指定傳送卷軸","teleport.Sor_City","$3304","scroll","normal","paper","630","474","22","1345","1","0","0","0","7","35","1","0","0","4","1500","0","0","0"
"40081","奇岩村莊指定傳送卷軸","teleport.Sor_City","$3310","scroll","normal","paper","630","474","22","1351","1","0","0","0","8","35","1","0","0","4","1500","0","0","0"
"40082","指定傳送卷軸(歌唱之島)","teleport.Sor_City","$1411","scroll","normal","paper","630","474","22","0","1","0","0","0","0","13","1","0","0","4","1500","0","0","0"
"40083","大洞穴移動卷軸","teleport.Sor_City","$10215","scroll","normal","paper","630","1813","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40084","狄亞得移動卷軸","teleport.Sor_City","$3554","scroll","normal","paper","630","474","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40085","說話之島指定傳送卷軸","teleport.Sor_City","$3303","scroll","normal","paper","630","474","22","1344","1","0","0","0","5","35","1","0","0","4","1500","0","0","0"
"40086","全體傳送術的卷軸","teleport.Scroll_Mass_Teleport","$618","scroll","ntele","paper","630","469","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40087","對武器施法的卷軸","reel.ScrollEnchantWeapon","$244","scroll","dai","paper","630","468","22","25","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40088","變形卷軸","Sosc_PolyReel","$971","scroll","sosc","paper","630","472","22","1341","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40089","復活卷軸","Reactivating_Reel","$257","scroll","res","paper","630","471","22","28","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40090","空的魔法卷軸(等級1)","Blank_MagicReel","$1486","scroll","blank","paper","630","859","22","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40091","空的魔法卷軸(等級2)","Blank_MagicReel","$1892","scroll","blank","paper","630","860","22","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40092","空的魔法卷軸(等級3)","Blank_MagicReel","$1893","scroll","blank","paper","630","858","22","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40093","空的魔法卷軸(等級4)","Blank_MagicReel","$1894","scroll","blank","paper","630","862","22","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40094","空的魔法卷軸(等級5)","Blank_MagicReel","$1895","scroll","blank","paper","630","864","22","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40095","象牙塔傳送回家的卷軸","teleport.GoHome_Reel","$3297","scroll","home","paper","630","474","22","1338","1","0","0","0","0","50","1","1","0","4","1500","0","0","0"
"40096","象牙塔變身卷軸","Sosc_PolyReel","$3300","scroll","sosc","paper","630","472","22","1341","1","0","0","0","0","50","1","1","0","0","0","0","0","0"
"40097","象牙塔解咒卷軸","Scroll_CurseRemoval","$3299","scroll","normal","paper","630","470","22","1340","1","0","0","0","0","50","1","1","0","0","0","0","0","0"
"40098","象牙塔鑒定卷軸","Appraisal_Reel","$3298","scroll","identify","paper","630","475","22","1339","1","0","0","0","0","50","1","1","0","0","0","0","0","0"
"40099","象牙塔瞬間移動卷軸","teleport.Move_Reel","$3296","scroll","ntele","paper","630","473","22","1337","1","0","0","0","0","50","1","1","0","4","1500","0","0","0"
"40100","瞬間移動卷軸","teleport.Move_Reel","$230","scroll","ntele","paper","630","473","22","1337","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40101","指定傳送卷軸(隱藏之谷)","teleport.Sor_City","$1424","scroll","normal","paper","630","474","22","0","1","0","0","0","0","13","1","0","0","4","1500","0","0","0"
"40102","亞丁村莊指定傳送卷軸","teleport.Sor_City","$3314","scroll","normal","paper","630","474","22","1355","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40103","歐瑞村莊指定傳送卷軸","teleport.Sor_City","$3312","scroll","normal","paper","630","474","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40104","傲慢之塔移動卷軸(11F)","teleport.TOI_TeleportScroll","$2169","scroll","normal","paper","630","1035","2878","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40105","傲慢之塔移動卷軸(21F)","teleport.TOI_TeleportScroll","$2168","scroll","normal","paper","630","1035","2878","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40106","傲慢之塔移動卷軸(31F)","teleport.TOI_TeleportScroll","$2404","scroll","normal","paper","630","1035","2878","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40107","傲慢之塔移動卷軸(41F)","teleport.TOI_TeleportScroll","$2405","scroll","normal","paper","630","1035","2878","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40108","傲慢之塔移動卷軸(51F)","teleport.TOI_TeleportScroll","$2673","scroll","normal","paper","630","1035","2878","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40109","傲慢之塔移動卷軸(61F)","teleport.TOI_TeleportScroll","$2674","scroll","normal","paper","630","1035","2878","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40110","傲慢之塔移動卷軸(71F)","teleport.TOI_TeleportScroll","$2675","scroll","normal","paper","630","1035","2878","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40111","傲慢之塔移動卷軸(81F)","teleport.TOI_TeleportScroll","$2676","scroll","normal","paper","630","1035","2878","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40112","傲慢之塔移動卷軸(91F)","teleport.TOI_TeleportScroll","$2677","scroll","normal","paper","630","1035","2878","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40113","傲慢之塔移動卷軸(100F)","teleport.TOI_TeleportScroll","$2862","scroll","normal","paper","630","1035","2878","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40114","妖森指定傳送卷軸","teleport.Sor_City","$3308","scroll","normal","paper","630","474","22","1349","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40115","風木村莊指定傳送卷軸","teleport.Sor_City","$3306","scroll","normal","paper","630","474","22","1347","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40116","威頓村莊指定傳送卷軸","teleport.Sor_City","$3313","scroll","normal","paper","630","474","22","1354","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40117","銀騎士村莊指定傳送卷軸","teleport.Sor_City","$3309","scroll","normal","paper","630","474","22","1350","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40118","隱遁者村莊指定傳送卷軸","teleport.Sor_City","$3547","scroll","normal","paper","630","1815","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40119","解除咀咒的卷軸","Scroll_CurseRemoval","$243","scroll","normal","paper","630","470","22","1340","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40120","抵抗軍村莊指定傳送卷軸","teleport.Sor_City","$3546","scroll","normal","paper","630","1814","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40121","指定傳送(礦物洞穴)","teleport.SOR_UserSet","$10165","scroll","normal","paper","630","3448","22","0","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40122","肯特村莊指定傳送卷軸","teleport.Sor_City","$3305","scroll","normal","paper","630","474","22","1346","1","0","0","0","7","35","1","0","0","4","1500","0","0","0"
"40123","海音村莊指定傳送卷軸","teleport.Sor_City","$3311","scroll","normal","paper","630","474","22","1352","1","0","0","0","8","35","1","0","0","4","1500","0","0","0"
"40124","血盟傳送卷軸","teleport.Clan_Transmission_Reel","$2380","scroll","home","paper","630","474","22","806","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40125","燃柳村莊指定傳送卷軸","teleport.Sor_City","$3307","scroll","normal","paper","630","474","22","1348","1","0","0","0","0","0","1","0","0","4","1500","0","0","0"
"40126","鑒定卷軸","Appraisal_Reel","$55","scroll","identify","paper","630","475","22","1339","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40127","對盔甲施法的幻象卷軸","reel.ScrollEnchantArmorIllusion","$2001","scroll","zel","paper","18000","928","22","0","1","0","0","0","0","0","3","0","0","0","0","0","0","1"
"40128","對武器施法的幻象卷軸","reel.ScrollEnchantWeaponIllusion","$2000","scroll","dai","paper","13000","929","22","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40129","奇安的卷軸","reel.GianScroll","$3359","scroll","zel","paper","630","1686","4282","1395","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40130","金侃的卷軸","reel.KalbasScroll","$3360","scroll","dai","paper","630","1687","4283","1396","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40131","甘地圖騰","0","$501","totem","none","bone","1000","261","732","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40132","那魯加圖騰","0","$500","totem","none","bone","1000","259","730","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40133","都達瑪拉圖騰","0","$503","totem","none","bone","1000","260","731","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40134","羅孚圖騰","0","$502","totem","none","bone","1000","262","733","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40135","阿吐巴圖騰","0","$499","totem","none","bone","1000","258","729","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40136","三連發煙火","Firework","$1654 $1616","firecracker","normal","wood","0","596","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40137","六連發煙火","Firework","$1655 $1616","firecracker","normal","wood","0","598","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40138","高級六連發煙火","Firework","$799 $1655 $1616","firecracker","normal","wood","0","597","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40139","藍色兩段煙火","Firework","$1627 $1630 $1616","firecracker","normal","wood","0","595","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40140","藍色仙女棒","Firework","$1627 $1656","firecracker","normal","wood","0","599","2057","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40141","藍色煙火","Firework","$1627 $1616","firecracker","normal","wood","0","593","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40142","藍色心型煙火","Firework","$1627 $1631 $1616","firecracker","normal","wood","0","594","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40143","紅色兩段煙火","Firework","$1625 $1630 $1616","firecracker","normal","wood","0","595","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40144","紅色仙女棒","Firework","$1625 $1656","firecracker","normal","wood","0","599","2057","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40145","紅色煙火","Firework","$1625 $1616","firecracker","normal","wood","0","593","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40146","紅色心型煙火","Firework","$1625 $1631 $1616","firecracker","normal","wood","0","594","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40147","綠色兩段圓形煙火","Firework","$1626 $1630 $1629 $1616","firecracker","normal","wood","0","595","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40148","綠色兩段煙火","Firework","$1626 $1630 $1616","firecracker","normal","wood","0","595","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40149","藍色圓形煙火","Firework","$1626 $1632 $1616","firecracker","normal","wood","0","594","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40150","綠色仙女棒","Firework","$1626 $1656","firecracker","normal","wood","0","599","2057","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40151","淡綠色煙火","Firework","$1626 $1629 $1616","firecracker","normal","wood","0","593","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40152","綠色煙火","Firework","$1626 $1616","firecracker","normal","wood","0","593","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40153","綠色心型煙火","Firework","$1626 $1631 $1616","firecracker","normal","wood","0","594","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40154","聖誕煙火","Firework","$2683","firecracker","normal","wood","0","1207","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40155","黃色兩段圓形煙火","Firework","$1628 $1630 $1629 $1616","firecracker","normal","wood","0","595","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40156","黃色兩段煙火","Firework","$1628 $1630 $1616","firecracker","normal","wood","0","595","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40157","黃色圓形煙火","Firework","$1628 $1632 $1616","firecracker","normal","wood","0","594","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40158","黃色仙女棒","Firework","$1628 $1656","firecracker","normal","wood","0","599","2057","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40159","黃色煙火","Firework","$1628 $1629 $1616","firecracker","normal","wood","0","593","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40160","淡黃色煙火","Firework","$1628 $1616","firecracker","normal","wood","0","593","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40161","黃色心型煙火","Firework","$1628 $1631 $1616","firecracker","normal","wood","0","594","2009","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"40162","高侖之心","0","$3060","material","none","gemstone","1000","1467","4303","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40163","黃金鑰匙","0","$307","other","none","iron","3000","59","19","52","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40164","技術書(衝擊之暈)","skill.Skill_TechnicalDocument","$3259","spellbook","book","paper","7000","252","776","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40165","技術書(增幅防禦)","skill.Skill_TechnicalDocument","$4007","spellbook","book","paper","7000","252","776","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40166","技術書(尖刺盔甲)","skill.Skill_TechnicalDocument","$4008","spellbook","book","paper","7000","252","776","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40167","古老皮袋","Old_Leather_Pouch","$3390","questitem","normal","leather","2000","1643","4246","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40168","古老絲袋","Old_Silk_Pouch","$3391","questitem","normal","cloth","5000","1645","4248","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40169","飛龍之心","0","$3063","material","none","gemstone","10","1462","4301","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"40170","魔法書 (燃燒的火球)","skill.Skill_SpellbookLv4","$532","spellbook","book","paper","7000","249","776","0","0","0","0","0","0","0","1","0","0","3","3000","0","0","1"
"40171","魔法書 (通暢氣脈術)","skill.Skill_SpellbookLv4","$533","spellbook","book","paper","7000","249","776","0","0","0","0","0","0","0","1","0","0","3","3000","0","0","1"
"40172","魔法書 (壞物術)","skill.Skill_SpellbookLv4","$534","spellbook","book","paper","7000","254","777","0","0","0","0","0","0","0","1","0","0","3","3000","0","0","1"
"40173","魔法書 (吸血鬼之吻)","skill.Skill_SpellbookLv4","$535","spellbook","book","paper","7000","254","777","0","0","0","0","0","0","0","1","0","0","3","3000","0","0","1"
"40174","魔法書 (緩速術)","skill.Skill_SpellbookLv4","$536","spellbook","book","paper","7000","249","776","0","0","0","0","0","0","0","1","0","0","3","3000","0","0","1"
"40175","魔法書 (魔法屏障)","skill.Skill_SpellbookLv4","$1860","spellbook","book","paper","7000","249","776","0","0","0","0","0","0","0","1","0","0","3","3000","0","0","1"
"40176","魔法書 (冥想術)","skill.Skill_SpellbookLv4","$1861","spellbook","book","paper","7000","249","776","0","0","0","0","0","0","0","1","0","0","3","3000","0","0","1"
"40177","魔法書 (岩牢)","skill.Skill_SpellbookLv4","$1586","spellbook","book","paper","7000","249","776","0","0","0","0","0","0","0","1","0","0","3","3000","0","0","1"
